iter	Logloss
414	0.3296735764
415	0.3295534351
416	0.3293179056
417	0.3291948391
418	0.3291380477
419	0.3289323
420	0.3287732003
421	0.3286937002
422	0.3286422125
423	0.3284583701
424	0.3281959603
425	0.3280594546
426	0.3278999154
427	0.3277754872
428	0.3277311974
429	0.3274593675
430	0.3273966121
431	0.3273460433
432	0.3273204019
433	0.3271106193
434	0.3268673684
435	0.3267575677
436	0.3266699903
437	0.3265624861
438	0.3265448238
439	0.3263945864
440	0.3262331654
441	0.326137478
442	0.3260025667
443	0.3258573495
444	0.3257515227
445	0.32567568
446	0.3254710791
447	0.3254271456
448	0.3253224078
449	0.3252129205
450	0.3251565922
451	0.3250752624
452	0.3249286202
453	0.3246586924
454	0.3245774755
455	0.3243996984
456	0.3242322939
457	0.3239795027
458	0.3238298254
459	0.3237266952
460	0.3235489545
461	0.3234986902
462	0.3233584951
463	0.3233154822
464	0.3232314697
465	0.3229694561
466	0.3228703602
467	0.3225475693
468	0.3225341149
469	0.3223462216
470	0.3222855971
471	0.3221563195
472	0.3220924029
473	0.3219250317
474	0.3217417322
475	0.3215826707
476	0.3215507902
477	0.3214130012
478	0.3212365574
479	0.3209877883
480	0.3208379287
481	0.3207778188
482	0.3207054625
483	0.3205823381
484	0.3201788869
485	0.3198351213
486	0.3196599649
487	0.3195548181
488	0.3194749688
489	0.31929679
490	0.3192027456
491	0.3191191058
492	0.3189905369
493	0.3188777474
494	0.3186855666
495	0.3186255914
496	0.3183814974
497	0.3183246087
498	0.3182026991
499	0.3181898373
500	0.3181617157
501	0.3180414509
502	0.3180293412
503	0.317985344
504	0.3178437354
505	0.3175260338
506	0.3173390162
507	0.3172982711
508	0.3171207945
509	0.3171169213
510	0.3170793572
511	0.3169521981
512	0.3168673461
513	0.3167760747
514	0.3165271385
515	0.3164788738
516	0.3163738725
517	0.3161802692
518	0.3160694204
519	0.3158390527
520	0.3157553331
521	0.3156499063
522	0.3155911157
523	0.3153916383
524	0.3151941424
525	0.315089035
526	0.3149831501
527	0.3149502283
528	0.3147490082
529	0.3146896541
530	0.3145297055
531	0.3144077761
532	0.3143106973
533	0.31415742
534	0.3139532846
535	0.3138150916
536	0.3136752063
537	0.313564366
538	0.3134057994
539	0.3132219016
540	0.3129793966
541	0.3128445729
542	0.3126895803
543	0.3125460341
544	0.3124233266
545	0.3122919191
546	0.3122229591
547	0.312100275
548	0.312004331
549	0.311869644
550	0.3116337747
551	0.3115443844
552	0.3114948431
553	0.3114429087
554	0.3113849152
555	0.3113250814
556	0.3111737219
557	0.3110458649
558	0.3109759998
559	0.3105919972
560	0.3104557805
561	0.3103722712
562	0.3103419079
563	0.310256999
564	0.310106274
565	0.3099760794
566	0.3098424291
567	0.3097873111
568	0.3096719896
569	0.3095975707
570	0.3094974107
571	0.3093687341
572	0.3092238657
573	0.3089686369
574	0.3089061184
575	0.3088799535
576	0.3087485777
577	0.3086911329
578	0.308589901
579	0.3085084925
580	0.308425327
581	0.3081932163
582	0.3081132165
583	0.3079099583
584	0.3078080106
585	0.3076949992
586	0.3076029483
587	0.3074924227
588	0.3074598207
589	0.3073560773
590	0.3072447991
591	0.3070437045
592	0.306904025
593	0.3067972246
594	0.3066561057
595	0.3065396363
596	0.3064293397
597	0.3062832372
598	0.3061381606
599	0.3061045709
600	0.3060387209
601	0.3059414385
602	0.3057604873
603	0.3057398451
604	0.3055839593
605	0.3055531225
606	0.3054103586
607	0.3052322508
608	0.305163653
609	0.3050178827
610	0.3049319897
611	0.3045954254
612	0.3043970498
613	0.304280243
614	0.3040103956
615	0.3038250792
616	0.3036709326
617	0.3035668811
618	0.3035064068
619	0.3032332392
620	0.3031865188
621	0.3031487194
622	0.3029811213
623	0.3029339771
624	0.3029110835
625	0.3026630909
626	0.3026118754
627	0.3024854638
628	0.3023528889
629	0.3022938773
630	0.3021526339
631	0.3020426538
632	0.3019855198
633	0.3018651137
634	0.3015919924
635	0.3014842582
636	0.3014692631
637	0.3014132814
638	0.3013423647
639	0.3012413773
640	0.3012325543
641	0.3010894568
642	0.3010139424
643	0.3008690448
644	0.3008176003
645	0.3007986133
646	0.3005404961
647	0.3004765378
648	0.3003724111
649	0.3002365485
650	0.3002259208
651	0.3001132874
652	0.3000207418
653	0.2999461528
654	0.2997467026
655	0.2995198417
656	0.2993613399
657	0.2992509462
658	0.2991935463
659	0.2990792143
660	0.2988988133
661	0.2988030871
662	0.2987376229
663	0.298728687
664	0.2986844161
665	0.2986556808
666	0.2986076852
667	0.2985390645
668	0.2983766009
669	0.2982641607
670	0.298216957
671	0.2979232691
672	0.29777246
673	0.2975920281
674	0.2974578937
675	0.2973997026
676	0.2971215732
677	0.2970350279
678	0.2969718965
679	0.296956131
680	0.2967883979
681	0.296578555
682	0.2964348289
683	0.296226668
684	0.2960935246
685	0.2959977408
686	0.2959032771
687	0.2958053446
688	0.2957184219
689	0.2956921509
690	0.2954359983
691	0.2953933488
692	0.2952580507
693	0.295111516
694	0.2950898657
695	0.2949630056
696	0.2947752616
697	0.294702414
698	0.2945090984
699	0.2944536565
700	0.294396321
701	0.2943175522
702	0.2942456963
703	0.2941617621
704	0.2940674412
705	0.2938963638
706	0.2938485114
707	0.2937698215
708	0.293665671
709	0.2935538463
710	0.2933597747
711	0.2932607907
712	0.2931014388
713	0.2930396175
714	0.2928095999
715	0.2925821798
716	0.2925534032
717	0.2924060231
718	0.2923594246
719	0.2922370938
720	0.2922195419
721	0.2920225378
722	0.2919736061
723	0.2919387876
724	0.2917368098
725	0.2916456606
726	0.2915535137
727	0.2915263967
728	0.2912687744
729	0.2911385698
730	0.2910907174
731	0.290953851
732	0.2908624414
733	0.2907168209
734	0.2905333985
735	0.2903465075
736	0.2902035489
737	0.2901781512
738	0.2901403811
739	0.2900153981
740	0.2899896856
741	0.2898799721
742	0.2898428056
743	0.2898163623
744	0.2897343401
745	0.289696441
746	0.289675101
747	0.2894675381
748	0.2892748555
749	0.2892554737
750	0.289119035
751	0.2890255648
752	0.288923596
753	0.2889030023
754	0.2888681112
755	0.2885600251
756	0.2884928495
757	0.2883989117
758	0.2883927146
759	0.2882945115
760	0.2881915573
761	0.2880050863
762	0.2879808003
763	0.2878979687
764	0.2878742649
765	0.2877342688
766	0.2876139097
767	0.2875274244
768	0.2874486023
769	0.2874016078
770	0.2872024912
771	0.287172661
772	0.2871303331
773	0.2870586842
774	0.2870434992
775	0.2868195661
776	0.2867022203
777	0.28664084
778	0.2866187908
779	0.286371787
780	0.2861511807
781	0.2861317422
782	0.2859917164
783	0.2858635626
784	0.2858369862
785	0.285725221
786	0.2856355328
787	0.2855875701
788	0.2855460074
789	0.2854581476
790	0.2853443428
791	0.2852402623
792	0.2851170809
793	0.2849246818
794	0.2848284152
795	0.2847007132
796	0.2846922886
797	0.284537987
798	0.284502799
799	0.2844382593
800	0.2843403399
801	0.2842439524
802	0.2841231778
803	0.2840007898
804	0.2838913425
805	0.2837813521
806	0.2836366895
807	0.2835915523
808	0.2834905388
809	0.2832681038
810	0.2832217864
811	0.2830938255
812	0.2829838284
813	0.2828458671
814	0.2828333225
815	0.2828133596
816	0.282712966
817	0.282686502
818	0.2826252922
819	0.2826037462
820	0.2825345079
821	0.2824851913
822	0.2824329374
823	0.282271552
824	0.2820496826
825	0.2820267946
826	0.2817399372
827	0.2817058825
828	0.2814153209
829	0.2812850919
830	0.2811923964
831	0.2810264293
832	0.2808688828
833	0.2808250149
834	0.2807747572
835	0.2807189722
836	0.2806876149
837	0.2804959913
838	0.2804204331
839	0.280316566
840	0.2802737189
841	0.2802505722
842	0.2802319639
843	0.2802195189
844	0.2801405328
845	0.2800058312
846	0.27994231
847	0.2799100779
848	0.2795481947
849	0.2795083951
850	0.2794659332
851	0.2794471732
852	0.2792614751
853	0.2792398936
854	0.2790173512
855	0.2788485226
856	0.2786644254
857	0.2786294962
858	0.278429645
859	0.2783894604
860	0.2783471967
861	0.2782020874
862	0.2781775528
863	0.278157065
864	0.2779897128
865	0.2779185254
866	0.2777062339
867	0.2776313573
868	0.2775327774
869	0.2774684204
870	0.2774046617
871	0.2773501631
872	0.2772292747
873	0.2771761048
874	0.2771444419
875	0.2770007119
876	0.2768682496
877	0.2768491931
878	0.2766944836
879	0.276624479
880	0.2764830253
881	0.2764302564
882	0.2763514365
883	0.2761463471
884	0.2761263513
885	0.2760615336
886	0.2760260398
887	0.275987425
888	0.2759143184
889	0.2756420349
890	0.2756241803
891	0.2756034369
892	0.2754733195
893	0.275388273
894	0.2751646847
895	0.2750558413
896	0.2747760466
897	0.2746832705
898	0.2744195796
899	0.2741658931
900	0.2741117815
901	0.274057446
902	0.2740441772
903	0.2740249041
904	0.2739579405
905	0.2738760898
906	0.2738538005
907	0.273712696
908	0.2736795413
909	0.2735228484
910	0.2734685538
911	0.2732801122
912	0.2732346931
913	0.2731492128
914	0.2731329394
915	0.272992351
916	0.272964082
917	0.2726977467
918	0.272497721
919	0.2724441841
920	0.2724004866
921	0.2723350604
922	0.2723201558
923	0.2720929408
924	0.2720595498
925	0.271941706
926	0.2717869367
927	0.271568347
928	0.2715124628
929	0.271347194
930	0.2713289681
931	0.2711884922
932	0.2711701517
933	0.2709733945
934	0.2706699423
935	0.270652347
936	0.2704341444
937	0.2703168102
938	0.2702976923
939	0.2700271841
940	0.2699299445
941	0.2698946843
942	0.2698373306
943	0.2697365163
944	0.2697189753
945	0.2696603232
946	0.2693852483
947	0.2693473862
948	0.2693260864
949	0.269180474
950	0.2689326445
951	0.2688598021
952	0.2687530479
953	0.2687375441
954	0.2684545575
955	0.2684067065
956	0.2682224943
957	0.268199815
958	0.2681533923
959	0.2681342024
960	0.2678803123
961	0.2677235524
962	0.267643684
963	0.2675529856
964	0.2673748961
965	0.2672366538
966	0.2671171792
967	0.2670786384
968	0.2669790141
969	0.2669630797
970	0.2668305659
971	0.2666905109
972	0.2665589402
973	0.2665339412
974	0.2663909451
975	0.2663736132
976	0.2663535037
977	0.2661912607
978	0.2660023386
979	0.2658245315
980	0.2658068428
981	0.2655796038
982	0.2654339191
983	0.2651891415
984	0.2651731759
985	0.2650864169
986	0.2649673331
987	0.2649591674
988	0.2649434549
989	0.2648568297
990	0.2648038142
991	0.2647483678
992	0.2646589216
993	0.2645174562
994	0.2644138093
995	0.2643641499
996	0.2642430094
997	0.2641112653
998	0.2640006642
999	0.2639789058
